"Andorra","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,1972,1.13414399E8,"E",,1977,2.53998001E8,"E",,1982,3.75914807E8,"E",,1987,6.11300147E8,"E",,1992,1.20999265E9,"E",,1997,1.180646068E9,"E",,2002,1.717563533E9,"E",,2007,4.010785102E9,"E",,2012,3.146177741E9,"E",,2013,3.249100667E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Angola","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,1987,6.684491979E9,"E",,1992,1.034139874E10,"E",,1997,7.649716157E9,"E",,2002,1.249734667E10,"E",,2007,6.0448921272E10,"E",,2012,1.15E11,"E",,2015,1.03E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Antigua and Barbuda","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,1977,6.6144443E7,"E",,1982,1.37951849E8,"E",,1987,2.86474069E8,"E",,1992,4.23762963E8,"E",,1997,5.79851852E8,"E",,2002,8.02529333E8,"E",,2007,1.289254333E9,"E",,2012,1.204713111E9,"E",,2015,1.29728537E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Argentina","Gross Domestic Product (GDP) (current US$)",1962,2.4450604878E10,"E",,1967,2.4256667553E10,"E",,1972,3.4733000536E10,"E",,1977,5.6781000101E10,"E",,1982,8.4307486837E10,"E",,1987,1.11E11,"E",,1992,2.29E11,"E",,1997,2.93E11,"E",,2002,9.7724513456E10,"E",,2007,3.29E11,"E",,2012,6.04E11,"E",,2014,5.48E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Armenia","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.272577522E9,"E",,1997,1.639492424E9,"E",,2002,2.376335048E9,"E",,2007,9.2063017E9,"E",,2012,1.0619320049E10,"E",,2015,1.0561401185E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Australia","Gross Domestic Product (GDP) (current US$)",1962,1.9883525591E10,"E",,1967,3.037854183E10,"E",,1972,5.1928738318E10,"E",,1977,1.1E11,"E",,1982,1.94E11,"E",,1987,1.89E11,"E",,1992,3.25E11,"E",,1997,4.36E11,"E",,2002,3.94E11,"E",,2007,8.53E11,"E",,2012,1.54E12,"E",,2015,1.34E12,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Austria","Gross Domestic Product (GDP) (current US$)",1962,7.75611021E9,"E",,1967,1.1579431669E10,"E",,1972,2.2006470861E10,"E",,1977,5.142158563E10,"E",,1982,7.1103585384E10,"E",,1987,1.24E11,"E",,1992,1.95E11,"E",,1997,2.12E11,"E",,2002,2.13E11,"E",,2007,3.86E11,"E",,2012,4.07E11,"E",,2015,3.74E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Azerbaijan","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4.991350458E9,"E",,1997,3.962710163E9,"E",,2002,6.236024951E9,"E",,2007,3.3050343783E10,"E",,2012,6.8730906314E10,"E",,2015,5.3047140347E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bahamas","Gross Domestic Product (GDP) (current US$)",1962,2.12252822E8,"E",,1967,3.90196086E8,"E",,1972,5.909E8,"E",,1977,7.13E8,"E",,1982,1.5783E9,"E",,1987,2.7139999E9,"E",,1992,3.109E9,"E",,1997,4.961119E9,"E",,2002,6.957996E9,"E",,2007,8.318996E9,"E",,2012,8.23447E9,"E",,2015,8.884441432E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bahrain","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,1982,3.645744806E9,"E",,1987,3.392021127E9,"E",,1992,4.75106383E9,"E",,1997,6.349202394E9,"E",,2002,9.632155053E9,"E",,2007,2.173E10,"E",,2012,3.0756462766E10,"E",,2015,3.2221489362E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bangladesh","Gross Domestic Product (GDP) (current US$)",1962,5.08141334E9,"E",,1967,7.253575399E9,"E",,1972,6.288245867E9,"E",,1977,9.651149302E9,"E",,1982,1.8525399202E10,"E",,1987,2.4298032258E10,"E",,1992,3.1708873955E10,"E",,1997,4.8244308275E10,"E",,2002,5.4724081491E10,"E",,2007,7.9611888213E10,"E",,2012,1.33E11,"E",,2015,1.95E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Barbados","Gross Domestic Product (GDP) (current US$)",1962,9.6949756E7,"E",,1967,1.3710373E8,"E",,1972,2.3338364E8,"E",,1977,4.95116619E8,"E",,1982,1.16392378E9,"E",,1987,1.704370234E9,"E",,1992,1.957E9,"E",,1997,2.549097488E9,"E",,2002,3.1695E9,"E",,2007,4.546E9,"E",,2012,4.313E9,"E",,2015,4.451E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Belarus","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.7022180272E10,"E",,1997,1.4128412417E10,"E",,2002,1.4594925393E10,"E",,2007,4.5275747861E10,"E",,2012,6.3615445567E10,"E",,2015,5.4608962635E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Belgium","Gross Domestic Product (GDP) (current US$)",1962,1.3264015675E10,"E",,1967,1.9992040788E10,"E",,1972,3.7408626615E10,"E",,1977,8.3283407091E10,"E",,1982,9.2588982518E10,"E",,1987,1.5E11,"E",,1992,2.36E11,"E",,1997,2.55E11,"E",,2002,2.59E11,"E",,2007,4.72E11,"E",,2012,4.98E11,"E",,2015,4.54E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Belize","Gross Domestic Product (GDP) (current US$)",1962,3.1857594E7,"E",,1967,4.7379309E7,"E",,1972,6.6062499E7,"E",,1977,1.1765E8,"E",,1982,1.7925E8,"E",,1987,2.7655E8,"E",,1992,5.182391E8,"E",,1997,6.5431435E8,"E",,2002,9.3255185E8,"E",,2007,1.29054255E9,"E",,2012,1.57361875E9,"E",,2015,1.763E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Benin","Gross Domestic Product (GDP) (current US$)",1962,2.36434954E8,"E",,1967,3.06221953E8,"E",,1972,4.10331856E8,"E",,1977,7.5004978E8,"E",,1982,1.267778672E9,"E",,1987,1.562412226E9,"E",,1992,1.695315306E9,"E",,1997,2.268301538E9,"E",,2002,3.054571082E9,"E",,2007,5.969535132E9,"E",,2012,8.117100934E9,"E",,2015,8.476125181E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bhutan","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,1982,1.48934334E8,"E",,1987,2.53182454E8,"E",,1992,2.5079436E8,"E",,1997,3.659645E8,"E",,2002,5.37050134E8,"E",,2007,1.196091805E9,"E",,2012,1.82369211E9,"E",,2015,1.962221696E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bolivia (Plurinational State of)","Gross Domestic Product (GDP) (current US$)",1962,6.69722541E8,"E",,1967,1.084059815E9,"E",,1972,1.257615645E9,"E",,1977,3.227436282E9,"E",,1982,5.5941184E9,"E",,1987,4.347956299E9,"E",,1992,5.643893347E9,"E",,1997,7.925673448E9,"E",,2002,7.905485216E9,"E",,2007,1.3120183157E10,"E",,2012,2.708449754E10,"E",,2015,3.3196819572E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bosnia and Herzegovina","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,3.671816504E9,"E",,2002,6.651226179E9,"E",,2007,1.5776422673E10,"E",,2012,1.7207367626E10,"E",,2015,1.5995392118E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Botswana","Gross Domestic Product (GDP) (current US$)",1962,3.5644932E7,"E",,1967,5.8642385E7,"E",,1972,1.65253184E8,"E",,1977,4.5162496E8,"E",,1982,1.014945861E9,"E",,1987,1.965227085E9,"E",,1992,4.146513722E9,"E",,1997,5.020214747E9,"E",,2002,5.438857107E9,"E",,2007,1.0939053365E10,"E",,2012,1.4686249032E10,"E",,2015,1.4390863395E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Brazil","Gross Domestic Product (GDP) (current US$)",1962,1.9926293839E10,"E",,1967,3.0591834054E10,"E",,1972,5.8539008786E10,"E",,1977,1.76E11,"E",,1982,2.82E11,"E",,1987,2.94E11,"E",,1992,4.01E11,"E",,1997,8.83E11,"E",,2002,5.08E11,"E",,2007,1.4E12,"E",,2012,2.46E12,"E",,2015,1.77E12,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Brunei Darussalam","Gross Domestic Product (GDP) (current US$)",,,"",,1967,1.39030446E8,"E",,1972,2.70818556E8,"E",,1977,1.732721161E9,"E",,1982,4.264252336E9,"E",,1987,2.754463438E9,"E",,1992,4.183548189E9,"E",,1997,5.197332974E9,"E",,2002,5.843329108E9,"E",,2007,1.2247694247E10,"E",,2012,1.6953505122E10,"E",,2015,1.5492035784E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bulgaria","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,1982,1.9804095112E10,"E",,1987,2.8429027976E10,"E",,1992,1.0350515464E10,"E",,1997,1.1195630537E10,"E",,2002,1.6360346654E10,"E",,2007,4.476573338E10,"E",,2012,5.3576670828E10,"E",,2015,4.895295908E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Burkina Faso","Gross Domestic Product (GDP) (current US$)",1962,3.795671E8,"E",,1967,4.50753924E8,"E",,1972,5.78595521E8,"E",,1977,1.13122488E9,"E",,1982,1.754450098E9,"E",,1987,2.369834947E9,"E",,1992,2.240264712E9,"E",,1997,2.447669404E9,"E",,2002,3.20559229E9,"E",,2007,6.771277871E9,"E",,2012,1.1166061508E10,"E",,2015,1.1099473097E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Burundi","Gross Domestic Product (GDP) (current US$)",1962,2.13500006E8,"E",,1967,1.78297143E8,"E",,1972,2.46804571E8,"E",,1977,5.47535556E8,"E",,1982,1.013222222E9,"E",,1987,1.131466494E9,"E",,1992,1.083037671E9,"E",,1997,9.72896268E8,"E",,2002,8.2539449E8,"E",,2007,1.356078278E9,"E",,2012,2.472384907E9,"E",,2015,3.085184837E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cabo Verde","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,1982,1.40630759E8,"E",,1987,2.35253172E8,"E",,1992,3.57160985E8,"E",,1997,4.90608658E8,"E",,2002,6.2097466E8,"E",,2007,1.513933983E9,"E",,2012,1.751888562E9,"E",,2015,1.629759975E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cambodia","Gross Domestic Product (GDP) (current US$)",1962,6.60000009E8,"E",,1967,9.62857134E8,"E",,1972,5.0554946E8,"E",,1974,5.88443894E8,"E",,,,"",,1987,8.24166656E8,"E",,1992,1.980183168E9,"E",,1997,3.443413389E9,"E",,2002,4.284028138E9,"E",,2007,8.639235842E9,"E",,2012,1.403838345E10,"E",,2015,1.8049954289E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cameroon","Gross Domestic Product (GDP) (current US$)",1962,6.99373631E8,"E",,1967,9.34078958E8,"E",,1972,1.430951432E9,"E",,1977,3.366368801E9,"E",,1982,7.3229136E9,"E",,1987,1.2302473329E10,"E",,1992,1.139631099E10,"E",,1997,9.840553236E9,"E",,2002,1.0879778384E10,"E",,2007,2.0431780378E10,"E",,2012,2.6472056038E10,"E",,2015,2.9198372811E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Canada","Gross Domestic Product (GDP) (current US$)",1962,4.1978852041E10,"E",,1967,6.4768831262E10,"E",,1972,1.13E11,"E",,1977,2.12E11,"E",,1982,3.14E11,"E",,1987,4.31E11,"E",,1992,5.92E11,"E",,1997,6.53E11,"E",,2002,7.58E11,"E",,2007,1.46E12,"E",,2012,1.82E12,"E",,2015,1.55E12,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Central African Republic","Gross Domestic Product (GDP) (current US$)",1962,1.24482774E8,"E",,1967,1.63820514E8,"E",,1972,2.30317883E8,"E",,1977,5.07298148E8,"E",,1982,7.48312391E8,"E",,1987,1.200991976E9,"E",,1992,1.411917558E9,"E",,1997,9.37741468E8,"E",,2002,9.9138787E8,"E",,2007,1.698125618E9,"E",,2012,2.184183758E9,"E",,2015,1.503299944E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Chad","Gross Domestic Product (GDP) (current US$)",1962,3.57635714E8,"E",,1967,4.49826323E8,"E",,1972,5.85427546E8,"E",,1977,9.35360466E8,"E",,1982,8.3436986E8,"E",,1987,1.163426851E9,"E",,1992,1.881847677E9,"E",,1997,1.544689503E9,"E",,2002,1.987622279E9,"E",,2007,8.638711757E9,"E",,2012,1.2368070169E10,"E",,2015,1.0888798114E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Chile","Gross Domestic Product (GDP) (current US$)",1962,5.502775895E9,"E",,1967,6.913560997E9,"E",,1972,1.1532517864E10,"E",,1977,1.3359145455E10,"E",,1982,2.4339421605E10,"E",,1987,2.0902096532E10,"E",,1992,4.4467946384E10,"E",,1997,8.2808986192E10,"E",,2002,7.0984568429E10,"E",,2007,1.73E11,"E",,2012,2.65E11,"E",,2015,2.4E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"China","Gross Domestic Product (GDP) (current US$)",1962,4.6685178504E10,"E",,1967,7.205702856E10,"E",,1972,1.12E11,"E",,1977,1.72E11,"E",,1982,2.04E11,"E",,1987,2.71E11,"E",,1992,4.25E11,"E",,1997,9.58E11,"E",,2002,1.46E12,"E",,2007,3.52E12,"E",,2012,8.46E12,"E",,2015,1.09E13,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Colombia","Gross Domestic Product (GDP) (current US$)",1962,4.968598031E9,"E",,1967,5.72720818E9,"E",,1972,8.671371951E9,"E",,1977,1.9470978268E10,"E",,1982,3.8968019453E10,"E",,1987,3.6373312083E10,"E",,1992,4.9279585355E10,"E",,1997,1.07E11,"E",,2002,9.7933392356E10,"E",,2007,2.07E11,"E",,2012,3.7E11,"E",,2015,2.92E11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Comoros","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,1982,1.07089563E8,"E",,1987,1.96433674E8,"E",,1992,2.6619104E8,"E",,1997,2.12099635E8,"E",,2002,2.46737679E8,"E",,2007,4.62453583E8,"E",,2012,5.50476566E8,"E",,2014,6.23751045E8,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Congo","Gross Domestic Product (GDP) (current US$)",1962,1.6652124E8,"E",,1967,2.37397428E8,"E",,1972,4.10669263E8,"E",,1977,7.65224031E8,"E",,1982,2.160640567E9,"E",,1987,2.297753649E9,"E",,1992,2.933222706E9,"E",,1997,2.322719101E9,"E",,2002,3.019993723E9,"E",,2007,8.394688284E9,"E",,2012,1.3677930124E10,"E",,2015,8.553154506E9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cook Islands","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Costa Rica","Gross Domestic Product (GDP) (current US$)",1962,4.7918122E8,"E",,1967,6.99456619E8,"E",,1972,1.238251653E9,"E",,1977,3.072427122E9,"E",,1982,2.606621246E9,"E",,1987,5.841132962E9,"E",,1992,8.57361105E9,"E",,1997,1.2828975924E10,"E",,2002,1.6844378578E10,"E",,2007,2.6322000105E10,"E",,2012,4.5300669857E10,"E",,2015,5.1106697024E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Côte d'Ivoire","Gross Domestic Product (GDP) (current US$)",1962,6.45284475E8,"E",,1967,1.082922726E9,"E",,1972,1.849400398E9,"E",,1977,6.2650682E9,"E",,1982,7.567110856E9,"E",,1987,1.0087654451E10,"E",,1992,1.1152971316E10,"E",,1997,1.1722142706E10,"E",,2002,1.2346919216E10,"E",,2007,2.034363532E10,"E",,2012,2.7040562587E10,"E",,2015,3.1752543539E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Croatia","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.0279479681E10,"E",,1997,2.3822087053E10,"E",,2002,2.6878499206E10,"E",,2007,6.0093155533E10,"E",,2012,5.6485301967E10,"E",,2015,4.8732003674E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cuba","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,1972,8.135150889E9,"E",,1977,1.4206158658E10,"E",,1982,2.0953510266E10,"E",,1987,2.5213614325E10,"E",,1992,2.2085858204E10,"E",,1997,2.53662E10,"E",,2002,3.35904E10,"E",,2007,5.86035E10,"E",,2012,7.313905E10,"E",,2013,7.71497E10,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cyprus","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,1977,7.34876218E8,"E",,1982,2.159242417E9,"E",,1987,3.704813886E9,"E",,1992,6.912150456E9,"E",,1997,9.504538198E9,"E",,2002,1.1345759615E10,"E",,2007,2.3716042497E10,"E",,2012,2.4940600822E10,"E",,2015,1.93197294E10,"E",

