"Australia","Long-term average annual precipitation in volume (10^9 m3/year)",1962,4134.0,"E",,1967,4134.0,"E",,1972,4134.0,"E",,1977,4134.0,"E",,1982,4134.0,"E",,1987,4134.0,"E",,1992,4134.0,"E",,1997,4134.0,"E",,2002,4134.0,"E",,2007,4134.0,"E",,2012,4134.0,"E",,2017,4134.0,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Austria","Long-term average annual precipitation in volume (10^9 m3/year)",1962,93.11,"E",,1967,93.11,"E",,1972,93.11,"E",,1977,93.11,"E",,1982,93.11,"E",,1987,93.11,"E",,1992,93.11,"E",,1997,93.11,"E",,2002,93.11,"E",,2007,93.11,"E",,2012,93.11,"E",,2017,93.11,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Azerbaijan","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,38.71,"K",,1997,38.71,"K",,2002,38.71,"K",,2007,38.71,"K",,2012,38.71,"K",,2017,38.71,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bahamas","Long-term average annual precipitation in volume (10^9 m3/year)",1962,17.93,"E",,1967,17.93,"E",,1972,17.93,"E",,1977,17.93,"E",,1982,17.93,"E",,1987,17.93,"E",,1992,17.93,"E",,1997,17.93,"E",,2002,17.93,"E",,2007,17.93,"E",,2012,17.93,"E",,2017,17.93,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bahrain","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.0573,"K",,1967,0.0573,"K",,1972,0.0573,"K",,1977,0.0573,"K",,1982,0.0573,"K",,1987,0.0573,"K",,1992,0.0589,"K",,1997,0.0589,"K",,2002,0.0589,"K",,2007,0.0622,"K",,2012,0.0639,"K",,2017,0.0646,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bangladesh","Long-term average annual precipitation in volume (10^9 m3/year)",1962,395.8,"E",,1967,395.8,"E",,1972,395.8,"E",,1977,395.8,"E",,1982,395.8,"E",,1987,395.8,"E",,1992,395.8,"E",,1997,395.8,"E",,2002,395.8,"E",,2007,395.8,"E",,2012,395.8,"E",,2017,393.6,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Barbados","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.6115,"E",,1967,0.6115,"E",,1972,0.6115,"E",,1977,0.6115,"E",,1982,0.6115,"E",,1987,0.6115,"E",,1992,0.6115,"E",,1997,0.6115,"E",,2002,0.6115,"E",,2007,0.6115,"E",,2012,0.6115,"E",,2017,0.6115,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Belarus","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,128.3,"E",,1997,128.3,"E",,2002,128.3,"E",,2007,128.3,"E",,2012,128.3,"E",,2017,128.3,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Belgium","Long-term average annual precipitation in volume (10^9 m3/year)",1962,25.84,"",,1967,25.84,"",,1972,25.84,"",,1977,25.84,"",,1982,25.84,"",,1987,25.84,"",,1992,25.84,"",,1997,25.84,"",,2002,25.86,"E",,2007,25.86,"E",,2012,25.86,"E",,2017,25.86,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Belize","Long-term average annual precipitation in volume (10^9 m3/year)",1962,39.16,"E",,1967,39.16,"E",,1972,39.16,"E",,1977,39.16,"E",,1982,39.16,"E",,1987,39.16,"E",,1992,39.16,"E",,1997,39.16,"E",,2002,39.16,"E",,2007,39.16,"E",,2012,39.16,"E",,2017,39.16,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Benin","Long-term average annual precipitation in volume (10^9 m3/year)",1962,119.2,"E",,1967,119.2,"E",,1972,119.2,"E",,1977,119.2,"E",,1982,119.2,"E",,1987,119.2,"E",,1992,119.2,"E",,1997,119.2,"E",,2002,119.2,"E",,2007,119.2,"E",,2012,119.2,"E",,2017,119.2,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bhutan","Long-term average annual precipitation in volume (10^9 m3/year)",1962,103.4,"E",,1967,103.4,"E",,1972,103.4,"E",,1977,103.4,"E",,1982,103.4,"E",,1987,103.4,"E",,1992,103.4,"E",,1997,88.18,"E",,2002,88.18,"E",,2007,84.46,"E",,2012,84.46,"E",,2017,84.46,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bolivia (Plurinational State of)","Long-term average annual precipitation in volume (10^9 m3/year)",1962,1259.0,"",,1967,1259.0,"",,1972,1259.0,"",,1977,1259.0,"",,1982,1259.0,"",,1987,1259.0,"",,1992,1259.0,"",,1997,1259.0,"",,2002,1259.0,"",,2007,1259.0,"",,2012,1259.0,"",,2017,1259.0,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bosnia and Herzegovina","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,52.64,"E",,1997,52.64,"E",,2002,52.64,"E",,2007,52.64,"E",,2012,52.64,"E",,2017,52.64,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Botswana","Long-term average annual precipitation in volume (10^9 m3/year)",1962,242.0,"E",,1967,242.0,"E",,1972,242.0,"E",,1977,242.0,"E",,1982,242.0,"E",,1987,242.0,"E",,1992,242.0,"E",,1997,242.0,"E",,2002,242.0,"E",,2007,242.0,"E",,2012,242.0,"E",,2017,242.0,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Brazil","Long-term average annual precipitation in volume (10^9 m3/year)",1962,14995.0,"",,1967,14995.0,"",,1972,14995.0,"",,1977,14995.0,"",,1982,14995.0,"",,1987,14995.0,"",,1992,14995.0,"",,1997,14995.0,"",,2002,14995.0,"",,2007,14995.0,"",,2012,14995.0,"",,2017,14995.0,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Brunei Darussalam","Long-term average annual precipitation in volume (10^9 m3/year)",1962,15.71,"E",,1967,15.71,"E",,1972,15.71,"E",,1977,15.71,"E",,1982,15.71,"E",,1987,15.71,"E",,1992,15.71,"E",,1997,15.71,"E",,2002,15.71,"E",,2007,15.71,"E",,2012,15.71,"E",,2017,15.71,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Bulgaria","Long-term average annual precipitation in volume (10^9 m3/year)",1962,67.48,"E",,1967,67.48,"E",,1972,67.48,"E",,1977,67.48,"E",,1982,67.48,"E",,1987,67.48,"E",,1992,67.48,"E",,1997,67.48,"E",,2002,67.48,"E",,2007,67.49,"E",,2012,67.49,"E",,2017,67.49,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Burkina Faso","Long-term average annual precipitation in volume (10^9 m3/year)",1962,205.1,"E",,1967,205.1,"E",,1972,205.1,"E",,1977,205.1,"E",,1982,205.1,"E",,1987,205.1,"E",,1992,205.1,"E",,1997,205.1,"E",,2002,205.1,"E",,2007,205.1,"E",,2012,205.1,"E",,2017,205.1,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Burundi","Long-term average annual precipitation in volume (10^9 m3/year)",1962,35.46,"E",,1967,35.46,"E",,1972,35.46,"E",,1977,35.46,"E",,1982,35.46,"E",,1987,35.46,"E",,1992,35.46,"E",,1997,35.46,"E",,2002,35.46,"E",,2007,35.46,"E",,2012,35.46,"E",,2017,35.46,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cabo Verde","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.9188,"E",,1967,0.9188,"E",,1972,0.9188,"E",,1977,0.9188,"E",,1982,0.9188,"E",,1987,0.9188,"E",,1992,0.9188,"E",,1997,0.9188,"E",,2002,0.9188,"E",,2007,0.9188,"E",,2012,0.9188,"E",,2017,0.9188,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cambodia","Long-term average annual precipitation in volume (10^9 m3/year)",1962,344.7,"E",,1967,344.7,"E",,1972,344.7,"E",,1977,344.7,"E",,1982,344.7,"E",,1987,344.7,"E",,1992,344.7,"E",,1997,344.7,"E",,2002,344.7,"E",,2007,344.7,"E",,2012,344.7,"E",,2017,344.7,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cameroon","Long-term average annual precipitation in volume (10^9 m3/year)",1962,762.6,"E",,1967,762.6,"E",,1972,762.6,"E",,1977,762.6,"E",,1982,762.6,"E",,1987,762.6,"E",,1992,762.6,"E",,1997,762.6,"E",,2002,762.6,"E",,2007,762.6,"E",,2012,762.6,"E",,2017,762.6,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Canada","Long-term average annual precipitation in volume (10^9 m3/year)",1962,5362.0,"E",,1967,5362.0,"E",,1972,5362.0,"E",,1977,5362.0,"E",,1982,5362.0,"E",,1987,5362.0,"E",,1992,5362.0,"E",,1997,5362.0,"E",,2002,5362.0,"E",,2007,5362.0,"E",,2012,5362.0,"E",,2017,5362.0,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Central African Republic","Long-term average annual precipitation in volume (10^9 m3/year)",1962,836.7,"E",,1967,836.7,"E",,1972,836.7,"E",,1977,836.7,"E",,1982,836.7,"E",,1987,836.7,"E",,1992,836.7,"E",,1997,836.7,"E",,2002,836.7,"E",,2007,836.7,"E",,2012,836.7,"E",,2017,836.7,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Chad","Long-term average annual precipitation in volume (10^9 m3/year)",1962,413.4,"E",,1967,413.4,"E",,1972,413.4,"E",,1977,413.4,"E",,1982,413.4,"E",,1987,413.4,"E",,1992,413.4,"E",,1997,413.4,"E",,2002,413.4,"E",,2007,413.4,"E",,2012,413.4,"E",,2017,413.4,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Chile","Long-term average annual precipitation in volume (10^9 m3/year)",1962,1151.0,"",,1967,1151.0,"",,1972,1151.0,"",,1977,1151.0,"",,1982,1151.0,"",,1987,1151.0,"",,1992,1151.0,"",,1997,1151.0,"",,2002,1151.0,"",,2007,1151.0,"",,2012,1151.0,"",,2017,1151.0,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"China","Long-term average annual precipitation in volume (10^9 m3/year)",1962,6192.0,"E",,1967,6192.0,"E",,1972,6192.0,"E",,1977,6192.0,"E",,1982,6192.0,"E",,1987,6192.0,"E",,1992,6192.0,"E",,1997,6192.0,"E",,2002,6192.0,"E",,2007,6192.0,"E",,2012,6192.0,"E",,2017,6192.0,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Colombia","Long-term average annual precipitation in volume (10^9 m3/year)",1962,3699.0,"",,1967,3699.0,"",,1972,3699.0,"",,1977,3699.0,"",,1982,3699.0,"",,1987,3699.0,"",,1992,3699.0,"",,1997,3699.0,"",,2002,3699.0,"",,2007,3699.0,"",,2012,3699.0,"",,2017,3699.0,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Comoros","Long-term average annual precipitation in volume (10^9 m3/year)",1962,1.675,"E",,1967,1.675,"E",,1972,1.675,"E",,1977,1.675,"E",,1982,1.675,"E",,1987,1.675,"E",,1992,1.675,"E",,1997,1.675,"E",,2002,1.675,"E",,2007,1.675,"E",,2012,1.675,"E",,2017,1.675,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Congo","Long-term average annual precipitation in volume (10^9 m3/year)",1962,562.9,"E",,1967,562.9,"E",,1972,562.9,"E",,1977,562.9,"E",,1982,562.9,"E",,1987,562.9,"E",,1992,562.9,"E",,1997,562.9,"E",,2002,562.9,"E",,2007,562.9,"E",,2012,562.9,"E",,2017,562.9,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cook Islands","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Costa Rica","Long-term average annual precipitation in volume (10^9 m3/year)",1962,149.5,"E",,1967,149.5,"E",,1972,149.5,"E",,1977,149.5,"E",,1982,149.5,"E",,1987,149.5,"E",,1992,149.5,"E",,1997,149.5,"E",,2002,149.5,"E",,2007,149.5,"E",,2012,149.5,"E",,2017,149.5,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Côte d'Ivoire","Long-term average annual precipitation in volume (10^9 m3/year)",1962,434.7,"E",,1967,434.7,"E",,1972,434.7,"E",,1977,434.7,"E",,1982,434.7,"E",,1987,434.7,"E",,1992,434.7,"E",,1997,434.7,"E",,2002,434.7,"E",,2007,434.7,"E",,2012,434.7,"E",,2017,434.7,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Croatia","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,62.93,"K",,1997,63.01,"K",,2002,62.93,"K",,2007,62.98,"K",,2012,62.98,"K",,2017,62.98,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cuba","Long-term average annual precipitation in volume (10^9 m3/year)",1962,146.7,"E",,1967,146.7,"E",,1972,146.7,"E",,1977,146.7,"E",,1982,146.7,"E",,1987,146.7,"E",,1992,146.7,"E",,1997,146.7,"E",,2002,146.7,"E",,2007,146.7,"E",,2012,146.7,"E",,2017,146.7,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cyprus","Long-term average annual precipitation in volume (10^9 m3/year)",1962,4.606,"K",,1967,4.606,"K",,1972,4.606,"K",,1977,4.606,"K",,1982,4.606,"K",,1987,4.606,"K",,1992,4.606,"K",,1997,4.606,"K",,2002,4.606,"K",,2007,4.606,"K",,2012,4.606,"K",,2017,4.606,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Czechia","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,53.39,"E",,2002,53.39,"E",,2007,53.39,"K",,2012,53.39,"K",,2017,53.39,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Democratic People's Republic of Korea","Long-term average annual precipitation in volume (10^9 m3/year)",1962,127.0,"E",,1967,127.0,"E",,1972,127.0,"E",,1977,127.0,"E",,1982,127.0,"E",,1987,127.0,"E",,1992,127.0,"E",,1997,127.0,"E",,2002,127.0,"E",,2007,127.0,"E",,2012,127.0,"E",,2017,127.0,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Democratic Republic of the Congo","Long-term average annual precipitation in volume (10^9 m3/year)",1962,3618.0,"E",,1967,3618.0,"E",,1972,3618.0,"E",,1977,3618.0,"E",,1982,3618.0,"E",,1987,3618.0,"E",,1992,3618.0,"E",,1997,3618.0,"E",,2002,3618.0,"E",,2007,3618.0,"E",,2012,3618.0,"E",,2017,3618.0,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Denmark","Long-term average annual precipitation in volume (10^9 m3/year)",1962,30.29,"E",,1967,30.29,"E",,1972,30.29,"E",,1977,30.29,"E",,1982,30.29,"E",,1987,30.29,"E",,1992,30.29,"E",,1997,30.29,"E",,2002,30.29,"E",,2007,30.29,"E",,2012,30.17,"E",,2017,30.17,"E",

